Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
22,4.073000,262144.000000,567214.105313,247492.000000
22,4.639000,32768.000000,786699.482158,243477.000000
22,5.649000,4096.000000,1295119.612824,281507.000000
22,7.918000,512.000000,2831696.014000,283987.000000
22,16.772000,64.000000,5716458.336564,278439.000000
22,30.000000,6.000000,6442601.875932,264358.000000
22,30.000000,9.000000,5809979.187720,273583.000000
22,30.000000,12.000000,5705838.007202,277581.000000
22,30.000000,15.000000,5664667.768689,278711.000000
22,30.000000,18.000000,5238421.691340,274723.000000
