Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
26,4.073000,262144.000000,566998.360514,363548.000000
26,4.639000,32768.000000,420308.459253,265499.000000
26,5.649000,4096.000000,644154.661375,256356.000000
26,7.918000,512.000000,1549596.398277,234519.000000
26,16.772000,64.000000,3015551.459479,216981.000000
26,30.000000,6.000000,3448150.972220,219315.000000
26,30.000000,9.000000,3799977.261134,231222.000000
26,30.000000,12.000000,3163278.028731,217156.000000
26,30.000000,15.000000,2713267.924096,203947.000000
26,30.000000,18.000000,3273564.725146,226834.000000
