Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
28,4.073000,262144.000000,182737.722961,109381.000000
28,4.639000,32768.000000,138200.625928,114823.000000
28,5.649000,4096.000000,304481.299258,184318.000000
28,7.918000,512.000000,980468.487296,232174.000000
28,16.772000,64.000000,1494682.736229,130324.000000
28,30.000000,6.000000,1930362.422807,149697.000000
28,30.000000,9.000000,1442176.773611,113478.000000
28,30.000000,12.000000,1457439.503130,108281.000000
28,30.000000,15.000000,1286676.158931,86127.000000
28,30.000000,18.000000,1410276.741709,118254.000000
