Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
40,4.073000,262144.000000,58418.324933,32146.000000
40,4.639000,32768.000000,67817.853129,45607.000000
40,5.649000,4096.000000,41371.809629,15260.000000
40,7.918000,512.000000,23379.472663,8995.000000
40,16.772000,64.000000,15992.723033,3739.000000
40,30.000000,6.000000,15293.818588,3998.000000
40,30.000000,9.000000,12428.781276,2173.000000
40,30.000000,12.000000,12885.847314,2180.000000
40,30.000000,15.000000,11945.985434,1875.000000
40,30.000000,18.000000,17322.304841,3956.000000
