Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
20,4.073000,262144.000000,588032.507067,200377.000000
20,4.639000,32768.000000,1194471.797145,275479.000000
20,5.649000,4096.000000,1941045.795070,285197.000000
20,7.918000,512.000000,2810558.486571,261939.000000
20,16.772000,64.000000,6703821.561746,288346.000000
20,30.000000,6.000000,7672853.547974,287624.000000
20,30.000000,9.000000,7125570.905476,275178.000000
20,30.000000,12.000000,6605239.645532,282394.000000
20,30.000000,15.000000,6791326.186573,290035.000000
20,30.000000,18.000000,6557766.805829,296236.000000
