Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
30,4.073000,262144.000000,161368.148310,149402.000000
30,4.639000,32768.000000,229773.174629,141294.000000
30,5.649000,4096.000000,533131.501214,281924.000000
30,7.918000,512.000000,268126.250123,100463.000000
30,16.772000,64.000000,535437.914862,29937.000000
30,30.000000,6.000000,460564.097968,24199.000000
30,30.000000,9.000000,679385.120258,31644.000000
30,30.000000,12.000000,874219.858157,41060.000000
30,30.000000,15.000000,503142.285365,38616.000000
30,30.000000,18.000000,1118338.963885,48475.000000
