Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
32,4.073000,262144.000000,89132.200809,71550.000000
32,4.639000,32768.000000,294611.549044,269142.000000
32,5.649000,4096.000000,171887.703149,83612.000000
32,7.918000,512.000000,56752.906181,17822.000000
32,16.772000,64.000000,91561.275046,24440.000000
32,30.000000,6.000000,79412.887399,22794.000000
32,30.000000,9.000000,140330.224688,26143.000000
32,30.000000,12.000000,196389.389864,31179.000000
32,30.000000,15.000000,84454.332103,20539.000000
32,30.000000,18.000000,144347.841407,32962.000000
