Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
26,4.073000,262144.000000,172176.841091,130549.000000
26,4.639000,32768.000000,497393.351462,282568.000000
26,5.649000,4096.000000,778436.118341,272028.000000
26,7.918000,512.000000,1726277.163429,231840.000000
26,16.772000,64.000000,3221295.851887,229117.000000
26,30.000000,6.000000,3506261.371911,216795.000000
26,30.000000,9.000000,3483953.605019,229874.000000
26,30.000000,12.000000,3242344.489250,216056.000000
26,30.000000,15.000000,3080423.906089,217817.000000
26,30.000000,18.000000,2930965.435599,221956.000000
