Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
22,4.073000,262144.000000,446515.175402,171223.000000
22,4.639000,32768.000000,887783.161001,217427.000000
22,5.649000,4096.000000,2331020.698908,279783.000000
22,7.918000,512.000000,4234468.593233,276281.000000
22,16.772000,64.000000,8208138.772984,189940.000000
22,30.000000,6.000000,8606007.922845,178223.000000
22,30.000000,9.000000,8885860.880622,194577.000000
22,30.000000,12.000000,7985915.199475,192604.000000
22,30.000000,15.000000,8036986.145864,204118.000000
22,30.000000,18.000000,8209241.681494,213012.000000
