Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
34,4.073000,262144.000000,92710.053797,57205.000000
34,4.639000,32768.000000,49113.282175,25263.000000
34,5.649000,4096.000000,107519.062780,31541.000000
34,7.918000,512.000000,74380.015683,13724.000000
34,16.772000,64.000000,47333.826689,2979.000000
34,30.000000,6.000000,43015.779268,2038.000000
34,30.000000,9.000000,44545.871840,2666.000000
34,30.000000,12.000000,38427.475639,2111.000000
34,30.000000,15.000000,40171.374211,2073.000000
34,30.000000,18.000000,38025.895216,2064.000000
