Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
20,4.073000,262144.000000,1059499.460288,331730.000000
20,4.639000,32768.000000,1379856.056647,268788.000000
20,5.649000,4096.000000,2727818.702352,274259.000000
20,7.918000,512.000000,5333029.444145,290775.000000
20,16.772000,64.000000,9965912.934504,215577.000000
20,30.000000,6.000000,11055441.779592,203434.000000
20,30.000000,9.000000,10092695.702945,209987.000000
20,30.000000,12.000000,9668213.613236,222382.000000
20,30.000000,15.000000,9768138.681336,241883.000000
20,30.000000,18.000000,9743121.155056,235247.000000
