Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
28,4.073000,262144.000000,385107.619849,274511.000000
28,4.639000,32768.000000,192979.195599,106038.000000
28,5.649000,4096.000000,1012557.967011,275198.000000
28,7.918000,512.000000,1535773.359829,167702.000000
28,16.772000,64.000000,1944112.828630,59238.000000
28,30.000000,6.000000,2729255.017529,62407.000000
28,30.000000,9.000000,2627753.181522,66555.000000
28,30.000000,12.000000,1918188.416292,63945.000000
28,30.000000,15.000000,3773465.725783,118313.000000
28,30.000000,18.000000,3228960.581993,127172.000000
