Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
32,4.073000,262144.000000,84744.307980,47895.000000
32,4.639000,32768.000000,77638.879133,31080.000000
32,5.649000,4096.000000,269650.391021,96765.000000
32,7.918000,512.000000,67102.198682,11573.000000
32,16.772000,64.000000,61244.056054,2687.000000
32,30.000000,6.000000,77822.698810,3450.000000
32,30.000000,9.000000,90745.108215,4344.000000
32,30.000000,12.000000,121867.932431,7404.000000
32,30.000000,15.000000,97245.354799,4199.000000
32,30.000000,18.000000,105870.779368,5081.000000
