Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
28,4.073000,262144.000000,111222.526046,76434.000000
28,4.639000,32768.000000,141183.083133,85980.000000
28,5.649000,4096.000000,1064127.670470,264798.000000
28,7.918000,512.000000,1618597.785963,160734.000000
28,16.772000,64.000000,2990473.323987,85652.000000
28,30.000000,6.000000,2797303.829954,69777.000000
28,30.000000,9.000000,2865481.299856,85108.000000
28,30.000000,12.000000,3059132.008010,95522.000000
28,30.000000,15.000000,2929932.221019,94283.000000
28,30.000000,18.000000,2630985.237449,92842.000000
