Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
32,4.073000,262144.000000,367533.819347,349307.000000
32,4.639000,32768.000000,256192.794128,146394.000000
32,5.649000,4096.000000,294732.282346,99432.000000
32,7.918000,512.000000,186527.964003,28068.000000
32,16.772000,64.000000,88118.267181,5433.000000
32,30.000000,6.000000,81493.490992,3064.000000
32,30.000000,9.000000,141483.424616,9890.000000
32,30.000000,12.000000,98996.870809,5830.000000
32,30.000000,15.000000,67746.806390,3548.000000
32,30.000000,18.000000,81555.334933,3654.000000
