Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
34,4.073000,262144.000000,58547.219661,25809.000000
34,4.639000,32768.000000,237970.041789,127447.000000
34,5.649000,4096.000000,112542.482557,41729.000000
34,7.918000,512.000000,63547.960321,11439.000000
34,16.772000,64.000000,37935.209872,2512.000000
34,30.000000,6.000000,46197.393130,2416.000000
34,30.000000,9.000000,33871.500912,2285.000000
34,30.000000,12.000000,38995.537245,2062.000000
34,30.000000,15.000000,36237.350607,2174.000000
34,30.000000,18.000000,48403.977554,2573.000000
