Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
30,4.073000,262144.000000,102179.324636,69859.000000
30,4.639000,32768.000000,85613.623992,33596.000000
30,5.649000,4096.000000,350746.141841,123392.000000
30,7.918000,512.000000,396098.681177,52795.000000
30,16.772000,64.000000,706301.527357,19807.000000
30,30.000000,6.000000,1108417.400983,26430.000000
30,30.000000,9.000000,1088725.245919,26621.000000
30,30.000000,12.000000,629912.674249,21429.000000
30,30.000000,15.000000,1160703.571057,37107.000000
30,30.000000,18.000000,962178.281255,45650.000000
