Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
32,4.073000,262144.000000,99727.402658,71550.000000
32,4.639000,32768.000000,347160.754651,241479.000000
32,5.649000,4096.000000,241216.209895,77848.000000
32,7.918000,512.000000,78220.830646,12534.000000
32,16.772000,64.000000,75175.322760,3453.000000
32,30.000000,6.000000,56253.182479,2546.000000
32,30.000000,9.000000,99432.820598,4575.000000
32,30.000000,12.000000,142484.923262,7405.000000
32,30.000000,15.000000,71727.327909,3633.000000
32,30.000000,18.000000,123834.681875,7289.000000
