Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
24,4.073000,262144.000000,758370.596337,282273.000000
24,4.639000,32768.000000,468658.457212,248911.000000
24,5.649000,4096.000000,1335696.324555,253391.000000
24,7.918000,512.000000,3472140.655644,259655.000000
24,16.772000,64.000000,6847993.297720,168174.000000
24,30.000000,6.000000,6500804.692099,136964.000000
24,30.000000,9.000000,6977744.078320,170564.000000
24,30.000000,12.000000,6312886.569832,169394.000000
24,30.000000,15.000000,6492360.246931,178850.000000
24,30.000000,18.000000,6480017.784573,188400.000000
