Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
24,4.073000,262144.000000,500237.086281,219355.000000
24,4.639000,32768.000000,629744.710945,213851.000000
24,5.649000,4096.000000,1503140.297225,253102.000000
24,7.918000,512.000000,3579187.872727,270685.000000
24,16.772000,64.000000,6347936.859829,159328.000000
24,30.000000,6.000000,6592056.032790,138191.000000
24,30.000000,9.000000,7191675.967175,168362.000000
24,30.000000,12.000000,6579949.606448,167636.000000
24,30.000000,15.000000,5786889.615814,166345.000000
24,30.000000,18.000000,6262694.772688,181981.000000
