Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
28,4.073000,262144.000000,527041.512953,273125.000000
28,4.639000,32768.000000,389413.870490,180206.000000
28,5.649000,4096.000000,923427.829655,237697.000000
28,7.918000,512.000000,1681167.830096,164602.000000
28,16.772000,64.000000,2585786.184852,76257.000000
28,30.000000,6.000000,2909747.480083,66677.000000
28,30.000000,9.000000,2490048.976884,74147.000000
28,30.000000,12.000000,2672689.420881,77134.000000
28,30.000000,15.000000,2595953.248874,88230.000000
28,30.000000,18.000000,2892249.554366,103491.000000
