Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
40,4.073000,262144.000000,26195.784737,11802.000000
40,4.639000,32768.000000,49190.151901,25716.000000
40,5.649000,4096.000000,44605.543916,14876.000000
40,7.918000,512.000000,35045.735333,7310.000000
40,16.772000,64.000000,20798.052000,1877.000000
40,30.000000,6.000000,14443.984492,774.000000
40,30.000000,9.000000,16124.406284,1133.000000
40,30.000000,12.000000,17080.430235,952.000000
40,30.000000,15.000000,16857.706309,1291.000000
40,30.000000,18.000000,19087.101142,1685.000000
