Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
28,4.073000,262144.000000,140169.061283,80948.000000
28,4.639000,32768.000000,418139.621733,211537.000000
28,5.649000,4096.000000,337860.135232,99894.000000
28,7.918000,512.000000,1670700.945486,175305.000000
28,16.772000,64.000000,2644655.457466,70972.000000
28,30.000000,6.000000,2190877.057608,55727.000000
28,30.000000,9.000000,2680908.927812,69919.000000
28,30.000000,12.000000,2178595.338427,67829.000000
28,30.000000,15.000000,2565165.623039,91505.000000
28,30.000000,18.000000,2768999.198511,95978.000000
