Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
20,4.073000,262144.000000,739877.090710,203597.000000
20,4.639000,32768.000000,1876456.267896,258068.000000
20,5.649000,4096.000000,2963943.106962,296179.000000
20,7.918000,512.000000,5490156.038297,292253.000000
20,16.772000,64.000000,10017932.981166,215835.000000
20,30.000000,6.000000,11046361.821514,195534.000000
20,30.000000,9.000000,10346577.978706,215810.000000
20,30.000000,12.000000,9792137.432442,230753.000000
20,30.000000,15.000000,9689693.405886,230447.000000
20,30.000000,18.000000,9462131.847590,226598.000000
