Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
20,4.073000,262144.000000,766921.329100,191413.000000
20,4.639000,32768.000000,1499264.014472,260744.000000
20,5.649000,4096.000000,2813086.160638,290144.000000
20,7.918000,512.000000,5441363.595317,294815.000000
20,16.772000,64.000000,9794391.470788,212719.000000
20,30.000000,6.000000,10759575.964500,198378.000000
20,30.000000,9.000000,10363354.414945,222643.000000
20,30.000000,12.000000,10246281.848632,228293.000000
20,30.000000,15.000000,10283645.194743,236954.000000
20,30.000000,18.000000,9740008.996643,245193.000000
