Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
38,4.073000,262144.000000,41062.144282,19503.000000
38,4.639000,32768.000000,78713.119497,41250.000000
38,5.649000,4096.000000,39769.389447,11518.000000
38,7.918000,512.000000,31779.169168,4562.000000
38,16.772000,64.000000,19994.735132,1105.000000
38,30.000000,6.000000,22534.017995,1155.000000
38,30.000000,9.000000,19668.293190,1163.000000
38,30.000000,12.000000,18787.736479,972.000000
38,30.000000,15.000000,21212.355951,1202.000000
38,30.000000,18.000000,19797.229478,1110.000000
