Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
38,4.073000,262144.000000,105548.635439,79470.000000
38,4.639000,32768.000000,76578.604897,53849.000000
38,5.649000,4096.000000,95597.886823,36598.000000
38,7.918000,512.000000,34474.821000,5694.000000
38,16.772000,64.000000,23600.700901,1438.000000
38,30.000000,6.000000,19706.495021,973.000000
38,30.000000,9.000000,20436.021482,1602.000000
38,30.000000,12.000000,22372.352313,1587.000000
38,30.000000,15.000000,21521.568112,1386.000000
38,30.000000,18.000000,23976.006444,1924.000000
