Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
30,4.073000,262144.000000,59655.273153,47325.000000
30,4.639000,32768.000000,468427.639404,269624.000000
30,5.649000,4096.000000,831013.057024,247688.000000
30,7.918000,512.000000,470479.932966,55903.000000
30,16.772000,64.000000,992277.740329,30665.000000
30,30.000000,6.000000,815425.168286,19076.000000
30,30.000000,9.000000,568435.046413,18561.000000
30,30.000000,12.000000,1247401.306898,33935.000000
30,30.000000,15.000000,950606.975761,34764.000000
30,30.000000,18.000000,1239136.651150,47146.000000
