Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
36,4.073000,262144.000000,112419.229267,58676.000000
36,4.639000,32768.000000,246747.949931,141258.000000
36,5.649000,4096.000000,51531.299489,15304.000000
36,7.918000,512.000000,43730.836957,6559.000000
36,16.772000,64.000000,24015.395395,1406.000000
36,30.000000,6.000000,23679.565705,1095.000000
36,30.000000,9.000000,24412.831606,1385.000000
36,30.000000,12.000000,24953.103394,1413.000000
36,30.000000,15.000000,26575.342613,1272.000000
36,30.000000,18.000000,32961.956647,2346.000000
