Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
36,4.073000,262144.000000,96404.177871,43197.000000
36,4.639000,32768.000000,169892.486620,115910.000000
36,5.649000,4096.000000,110925.598258,44595.000000
36,7.918000,512.000000,34201.172918,7257.000000
36,16.772000,64.000000,24697.406139,1493.000000
36,30.000000,6.000000,24933.907476,1285.000000
36,30.000000,9.000000,26960.031825,1379.000000
36,30.000000,12.000000,25643.191943,1696.000000
36,30.000000,15.000000,33884.134945,2722.000000
36,30.000000,18.000000,37940.824358,2606.000000
