Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
26,4.073000,262144.000000,682552.030983,366061.000000
26,4.639000,32768.000000,770710.605372,276231.000000
26,5.649000,4096.000000,1413130.522743,303581.000000
26,7.918000,512.000000,2159103.421241,203601.000000
26,16.772000,64.000000,4215100.199293,115197.000000
26,30.000000,6.000000,4422654.405804,102198.000000
26,30.000000,9.000000,4767060.765330,124175.000000
26,30.000000,12.000000,4434441.687176,126738.000000
26,30.000000,15.000000,4253410.502485,132092.000000
26,30.000000,18.000000,4740387.468345,159597.000000
