Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
28,4.073000,262144.000000,218240.147592,111597.000000
28,4.639000,32768.000000,173593.347540,113748.000000
28,5.649000,4096.000000,421670.844170,121739.000000
28,7.918000,512.000000,1109272.245845,115091.000000
28,16.772000,64.000000,2471366.372127,76538.000000
28,30.000000,6.000000,2898497.351111,67299.000000
28,30.000000,9.000000,2388862.331677,70572.000000
28,30.000000,12.000000,2414412.920319,73455.000000
28,30.000000,15.000000,2174211.278939,81418.000000
28,30.000000,18.000000,2390615.445233,89546.000000
