Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
34,4.073000,262144.000000,304192.516157,274901.000000
34,4.639000,32768.000000,169142.102751,116246.000000
34,5.649000,4096.000000,71211.062568,26140.000000
34,7.918000,512.000000,57876.710618,9928.000000
34,16.772000,64.000000,39030.215872,2381.000000
34,30.000000,6.000000,41724.136588,1558.000000
34,30.000000,9.000000,49988.625556,2719.000000
34,30.000000,12.000000,36694.322708,2046.000000
34,30.000000,15.000000,49338.524897,3051.000000
34,30.000000,18.000000,50704.925934,2575.000000
