Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
28,4.073000,262144.000000,271142.819691,192310.000000
28,4.639000,32768.000000,527078.017522,263215.000000
28,5.649000,4096.000000,624480.867518,185892.000000
28,7.918000,512.000000,1400850.349952,157841.000000
28,16.772000,64.000000,2187612.474220,61259.000000
28,30.000000,6.000000,2866325.126504,72151.000000
28,30.000000,9.000000,2732606.698993,76405.000000
28,30.000000,12.000000,2943136.601053,84456.000000
28,30.000000,15.000000,2954540.874371,96812.000000
28,30.000000,18.000000,2868395.827194,104092.000000
