Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
28,4.073000,262144.000000,173498.329805,128508.000000
28,4.639000,32768.000000,220618.238256,76995.000000
28,5.649000,4096.000000,465217.290310,175508.000000
28,7.918000,512.000000,1620921.576252,161947.000000
28,16.772000,64.000000,2823639.253752,81336.000000
28,30.000000,6.000000,2150913.930318,51920.000000
28,30.000000,9.000000,2714912.441790,80173.000000
28,30.000000,12.000000,2234572.637245,76344.000000
28,30.000000,15.000000,2345411.508262,78649.000000
28,30.000000,18.000000,3096992.800981,104907.000000
