Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
40,4.073000,262144.000000,101993.816469,82858.000000
40,4.639000,32768.000000,53217.626948,42016.000000
40,5.649000,4096.000000,78562.138432,28431.000000
40,7.918000,512.000000,27176.427083,4194.000000
40,16.772000,64.000000,16937.490782,1075.000000
40,30.000000,6.000000,16215.675348,743.000000
40,30.000000,9.000000,15965.624792,838.000000
40,30.000000,12.000000,16282.374335,772.000000
40,30.000000,15.000000,17326.892826,1282.000000
40,30.000000,18.000000,19666.661308,1554.000000
