Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
20,4.073000,262144.000000,716789.027234,214749.000000
20,4.639000,32768.000000,1324958.136181,255312.000000
20,5.649000,4096.000000,2972970.294080,278801.000000
20,7.918000,512.000000,5121479.431087,272570.000000
20,16.772000,64.000000,10076612.604671,217070.000000
20,30.000000,6.000000,10814869.394408,198087.000000
20,30.000000,9.000000,10382088.288976,210484.000000
20,30.000000,12.000000,9622207.320268,218833.000000
20,30.000000,15.000000,10410082.043341,236739.000000
20,30.000000,18.000000,9749957.667165,240582.000000
