Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
40,4.073000,262144.000000,95321.904225,77299.000000
40,4.639000,32768.000000,130945.756930,68857.000000
40,5.649000,4096.000000,62669.581385,21135.000000
40,7.918000,512.000000,40033.521704,9816.000000
40,16.772000,64.000000,17910.400107,1310.000000
40,30.000000,6.000000,15240.605565,663.000000
40,30.000000,9.000000,19302.396121,1511.000000
40,30.000000,12.000000,16568.490396,893.000000
40,30.000000,15.000000,16770.629893,1209.000000
40,30.000000,18.000000,19367.054267,1719.000000
