Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
26,4.073000,262144.000000,783329.446342,363548.000000
26,4.639000,32768.000000,617184.430826,290445.000000
26,5.649000,4096.000000,919773.394449,253727.000000
26,7.918000,512.000000,2315640.668665,201717.000000
26,16.772000,64.000000,4413807.058621,120043.000000
26,30.000000,6.000000,4515190.847455,98920.000000
26,30.000000,9.000000,5109564.315667,127735.000000
26,30.000000,12.000000,4514122.488201,129509.000000
26,30.000000,15.000000,4032911.531481,133359.000000
26,30.000000,18.000000,4878107.772242,159621.000000
