Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
36,4.073000,262144.000000,250873.856522,168244.000000
36,4.639000,32768.000000,72240.182973,26585.000000
36,5.649000,4096.000000,60212.415082,21722.000000
36,7.918000,512.000000,58880.441982,11679.000000
36,16.772000,64.000000,26454.963447,1726.000000
36,30.000000,6.000000,22839.070844,1105.000000
36,30.000000,9.000000,26145.232108,1652.000000
36,30.000000,12.000000,27034.826539,1762.000000
36,30.000000,15.000000,27545.558045,1544.000000
36,30.000000,18.000000,36201.442582,2517.000000
