Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
34,4.073000,262144.000000,419350.874941,373422.000000
34,4.639000,32768.000000,351158.142903,234043.000000
34,5.649000,4096.000000,147647.103040,51405.000000
34,7.918000,512.000000,52808.925230,10873.000000
34,16.772000,64.000000,44638.790149,2802.000000
34,30.000000,6.000000,45629.388534,2118.000000
34,30.000000,9.000000,35883.675202,1842.000000
34,30.000000,12.000000,35807.600715,2191.000000
34,30.000000,15.000000,49149.683580,3418.000000
34,30.000000,18.000000,50192.208260,3225.000000
