Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
26,4.073000,262144.000000,276222.733829,222748.000000
26,4.639000,32768.000000,265105.809455,142068.000000
26,5.649000,4096.000000,1408824.638810,300829.000000
26,7.918000,512.000000,2362416.628620,222755.000000
26,16.772000,64.000000,4711135.233069,127534.000000
26,30.000000,6.000000,5038705.764834,111665.000000
26,30.000000,9.000000,4952558.921446,121793.000000
26,30.000000,12.000000,4430358.844520,141462.000000
26,30.000000,15.000000,4466637.982109,144253.000000
26,30.000000,18.000000,4988157.111677,170302.000000
