Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
32,4.073000,262144.000000,103684.096731,78839.000000
32,4.639000,32768.000000,181462.254973,138761.000000
32,5.649000,4096.000000,178990.041217,74551.000000
32,7.918000,512.000000,113328.375348,15725.000000
32,16.772000,64.000000,75966.745376,4045.000000
32,30.000000,6.000000,72807.647002,2965.000000
32,30.000000,9.000000,84176.419085,3837.000000
32,30.000000,12.000000,124861.455810,5975.000000
32,30.000000,15.000000,97801.431820,4392.000000
32,30.000000,18.000000,85527.173892,5314.000000
