Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
36,4.073000,262144.000000,194579.056036,117084.000000
36,4.639000,32768.000000,131280.942017,64514.000000
36,5.649000,4096.000000,82929.957729,33010.000000
36,7.918000,512.000000,50937.067328,7890.000000
36,16.772000,64.000000,27871.156775,2152.000000
36,30.000000,6.000000,30182.750686,1351.000000
36,30.000000,9.000000,24871.972057,1126.000000
36,30.000000,12.000000,28211.723450,1746.000000
36,30.000000,15.000000,31187.067416,1761.000000
36,30.000000,18.000000,36069.506997,2962.000000
