Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
34,4.073000,262144.000000,113316.121638,77362.000000
34,4.639000,32768.000000,346313.780995,195733.000000
34,5.649000,4096.000000,166743.666425,52278.000000
34,7.918000,512.000000,58162.619628,9086.000000
34,16.772000,64.000000,45820.549822,2447.000000
34,30.000000,6.000000,41065.956156,2360.000000
34,30.000000,9.000000,47719.126972,2813.000000
34,30.000000,12.000000,37164.941316,2092.000000
34,30.000000,15.000000,42864.488869,2356.000000
34,30.000000,18.000000,47996.223539,3418.000000
