Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
22,4.073000,262144.000000,536721.778275,210621.000000
22,4.639000,32768.000000,939309.179869,239657.000000
22,5.649000,4096.000000,2498712.728479,292633.000000
22,7.918000,512.000000,4313942.156476,271811.000000
22,16.772000,64.000000,7891541.847107,185064.000000
22,30.000000,6.000000,9068256.531639,183249.000000
22,30.000000,9.000000,8553356.918596,188177.000000
22,30.000000,12.000000,8141127.158874,208610.000000
22,30.000000,15.000000,8313441.639503,213881.000000
22,30.000000,18.000000,8323048.568674,227454.000000
