Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
20,4.073000,262144.000000,1073355.168456,272345.000000
20,4.639000,32768.000000,1535945.711902,240173.000000
20,5.649000,4096.000000,2540315.903652,268209.000000
20,7.918000,512.000000,5399081.326164,289089.000000
20,16.772000,64.000000,9906599.838499,214555.000000
20,30.000000,6.000000,10652708.589832,203032.000000
20,30.000000,9.000000,10164604.516899,217297.000000
20,30.000000,12.000000,10331682.078375,229064.000000
20,30.000000,15.000000,9248484.250559,228882.000000
20,30.000000,18.000000,9626255.948995,255944.000000
