Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
38,4.073000,262144.000000,64270.842191,39659.000000
38,4.639000,32768.000000,100664.236559,56256.000000
38,5.649000,4096.000000,86571.495193,39375.000000
38,7.918000,512.000000,30144.310591,3811.000000
38,16.772000,64.000000,19397.498524,1767.000000
38,30.000000,6.000000,18049.834487,785.000000
38,30.000000,9.000000,18078.291374,993.000000
38,30.000000,12.000000,19967.644102,1198.000000
38,30.000000,15.000000,22208.942523,1547.000000
38,30.000000,18.000000,21178.745005,1300.000000
