Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
38,4.073000,262144.000000,44449.495318,24140.000000
38,4.639000,32768.000000,34512.100313,18491.000000
38,5.649000,4096.000000,111465.213179,46328.000000
38,7.918000,512.000000,34000.812564,5391.000000
38,16.772000,64.000000,20074.399269,1512.000000
38,30.000000,6.000000,19269.370021,943.000000
38,30.000000,9.000000,19428.283326,901.000000
38,30.000000,12.000000,23870.534535,1877.000000
38,30.000000,15.000000,26872.645125,1903.000000
38,30.000000,18.000000,23146.152250,1744.000000
