Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
30,4.073000,262144.000000,181040.778183,147785.000000
30,4.639000,32768.000000,335585.507919,142774.000000
30,5.649000,4096.000000,755794.645995,222167.000000
30,7.918000,512.000000,266204.253093,30726.000000
30,16.772000,64.000000,536911.197032,19976.000000
30,30.000000,6.000000,412860.634177,10806.000000
30,30.000000,9.000000,839294.211424,24569.000000
30,30.000000,12.000000,1315311.811428,46594.000000
30,30.000000,15.000000,484460.285829,18732.000000
30,30.000000,18.000000,1767757.261849,69948.000000
