Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
32,4.073000,262144.000000,231350.490568,190859.000000
32,4.639000,32768.000000,152239.446505,92405.000000
32,5.649000,4096.000000,367896.858988,129435.000000
32,7.918000,512.000000,83438.164361,12030.000000
32,16.772000,64.000000,55984.214614,2699.000000
32,30.000000,6.000000,132253.332986,5800.000000
32,30.000000,9.000000,80449.436083,2635.000000
32,30.000000,12.000000,123173.872416,7412.000000
32,30.000000,15.000000,59707.954562,3744.000000
32,30.000000,18.000000,95579.030143,5738.000000
