Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
32,4.073000,262144.000000,83506.872879,49454.000000
32,4.639000,32768.000000,172387.809343,105989.000000
32,5.649000,4096.000000,204791.823501,62281.000000
32,7.918000,512.000000,139711.962104,21888.000000
32,16.772000,64.000000,56922.205658,3017.000000
32,30.000000,6.000000,67034.495508,2632.000000
32,30.000000,9.000000,68491.310361,2590.000000
32,30.000000,12.000000,62009.907644,2997.000000
32,30.000000,15.000000,75143.431736,4055.000000
32,30.000000,18.000000,97871.742776,6257.000000
