Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
28,4.073000,262144.000000,674435.905343,261694.000000
28,4.639000,32768.000000,354484.962135,187876.000000
28,5.649000,4096.000000,866777.736423,269642.000000
28,7.918000,512.000000,1741964.138212,178753.000000
28,16.772000,64.000000,2539580.197414,76169.000000
28,30.000000,6.000000,2834319.713027,67965.000000
28,30.000000,9.000000,2281954.638226,64084.000000
28,30.000000,12.000000,2388953.878777,72444.000000
28,30.000000,15.000000,2418415.117288,91454.000000
28,30.000000,18.000000,2989483.134616,108158.000000
