Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
24,4.073000,262144.000000,427741.167762,183372.000000
24,4.639000,32768.000000,833860.314984,316176.000000
24,5.649000,4096.000000,1310153.863572,243982.000000
24,7.918000,512.000000,3284559.895958,265102.000000
24,16.772000,64.000000,6403122.634802,159714.000000
24,30.000000,6.000000,6985864.459918,145762.000000
24,30.000000,9.000000,6283110.745292,145486.000000
24,30.000000,12.000000,6429748.693262,180910.000000
24,30.000000,15.000000,5563919.539396,160072.000000
24,30.000000,18.000000,6003103.933229,165790.000000
