Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
32,4.073000,262144.000000,91857.664732,41423.000000
32,4.639000,32768.000000,334662.909972,223158.000000
32,5.649000,4096.000000,169352.000900,70938.000000
32,7.918000,512.000000,217765.485461,33876.000000
32,16.772000,64.000000,80986.900558,3656.000000
32,30.000000,6.000000,61643.498919,3081.000000
32,30.000000,9.000000,76993.246619,3362.000000
32,30.000000,12.000000,57997.713774,2987.000000
32,30.000000,15.000000,81465.865496,4632.000000
32,30.000000,18.000000,67102.139988,4903.000000
