Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
34,4.073000,262144.000000,123278.877972,92086.000000
34,4.639000,32768.000000,58066.470153,21726.000000
34,5.649000,4096.000000,103706.155844,28816.000000
34,7.918000,512.000000,64147.412255,14956.000000
34,16.772000,64.000000,44365.725149,3039.000000
34,30.000000,6.000000,39205.969035,1780.000000
34,30.000000,9.000000,43561.397234,2239.000000
34,30.000000,12.000000,35413.576733,2154.000000
34,30.000000,15.000000,71869.982489,6065.000000
34,30.000000,18.000000,41095.768164,2532.000000
