Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
36,4.073000,262144.000000,64883.055531,36652.000000
36,4.639000,32768.000000,198451.301109,108216.000000
36,5.649000,4096.000000,86086.052906,38613.000000
36,7.918000,512.000000,47694.780763,7620.000000
36,16.772000,64.000000,24468.869385,2260.000000
36,30.000000,6.000000,22671.375432,1257.000000
36,30.000000,9.000000,26061.893753,1649.000000
36,30.000000,12.000000,30505.068890,1649.000000
36,30.000000,15.000000,30179.507004,2309.000000
36,30.000000,18.000000,30772.960924,1590.000000
