Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
40,4.073000,262144.000000,226157.019022,176852.000000
40,4.639000,32768.000000,272949.858661,165713.000000
40,5.649000,4096.000000,48310.558701,18121.000000
40,7.918000,512.000000,28241.407915,4922.000000
40,16.772000,64.000000,17234.818769,1317.000000
40,30.000000,6.000000,14889.466243,701.000000
40,30.000000,9.000000,15539.844626,782.000000
40,30.000000,12.000000,17164.168054,1252.000000
40,30.000000,15.000000,18693.871215,1319.000000
40,30.000000,18.000000,17475.846074,1258.000000
