Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
30,4.073000,262144.000000,163242.284626,128303.000000
30,4.639000,32768.000000,174604.122941,64489.000000
30,5.649000,4096.000000,318125.618920,97002.000000
30,7.918000,512.000000,959624.478530,105980.000000
30,16.772000,64.000000,442042.422138,13215.000000
30,30.000000,6.000000,981469.702949,25261.000000
30,30.000000,9.000000,280054.857778,10629.000000
30,30.000000,12.000000,609865.744027,21923.000000
30,30.000000,15.000000,1610907.298519,55230.000000
30,30.000000,18.000000,674328.244552,31649.000000
