Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,RR_L2_norm_flow_time,RR_maximum_flow_time
40,4.073000,262144.000000,203913.821957,173704.000000
40,4.639000,32768.000000,87720.102194,61467.000000
40,5.649000,4096.000000,51033.853921,19560.000000
40,7.918000,512.000000,27505.497541,6717.000000
40,16.772000,64.000000,18719.106229,1122.000000
40,30.000000,6.000000,17830.771408,996.000000
40,30.000000,9.000000,16216.477330,853.000000
40,30.000000,12.000000,17261.690444,1048.000000
40,30.000000,15.000000,17855.560646,1312.000000
40,30.000000,18.000000,18548.178347,1218.000000
