frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,174205.598288,100126.000000,17.146428
4,373660.310396,315681.000000,281.165432
8,118812.675666,60495.000000,214.930221
16,229648.725540,180841.000000,120.958671
32,222715.510192,143795.000000,636.068393
64,116949.708324,73244.000000,122.122889
128,471146.180024,238046.000000,12377.340264
256,398218.185897,212441.000000,1125.089774
512,618028.812395,278997.000000,26087.989056
1024,183522.873487,154274.000000,7497.654700
2048,394712.561069,204771.000000,18232.995777
4096,407531.119257,290183.000000,65932.808608
8192,68677.983852,30304.000000,22194.888736
16384,459026.143429,149751.000000,28651.765722
32768,763473.792871,231058.000000,617102.494061
65536,809466.148691,136892.000000,605534.221781
