frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,59381.976323,23444.000000,35.227830
4,213225.102943,150817.000000,31.048349
8,187856.581673,139971.000000,47.560488
16,192139.537610,85843.000000,18.027756
32,51036.420006,17257.000000,3660.867247
64,405014.102730,280304.000000,733.493695
128,529421.331949,229262.000000,5559.989119
256,251034.356734,216045.000000,26102.849557
512,252986.505446,183983.000000,1648.185366
1024,164482.264278,110153.000000,1535.035179
2048,182950.147417,126272.000000,126561.330801
4096,216420.718447,78244.000000,105973.782380
8192,872015.271969,249420.000000,422009.458343
16384,207587.662538,97838.000000,42418.177330
32768,1210536.543149,225937.000000,519688.728629
65536,2401898.839727,176602.000000,1540915.274450
