frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,132708.567523,114424.000000,1549.460874
4,173036.142132,139255.000000,118.342723
8,110376.732997,83974.000000,170.836179
16,218859.209932,138494.000000,236.254100
32,130281.323477,81170.000000,196.697738
64,355950.399112,263172.000000,115.273588
128,246036.002904,192344.000000,275.561245
256,407512.005305,208347.000000,1513.645269
512,159220.407649,87891.000000,5711.577453
1024,406110.925295,237092.000000,13872.673282
2048,489879.755034,212625.000000,41548.861104
4096,340163.214881,173319.000000,12832.859619
8192,428217.463344,117523.000000,240876.505448
16384,1207556.121345,177556.000000,988449.077319
32768,982238.533366,175809.000000,477733.576619
65536,4571537.385094,258079.000000,4485332.381637
