frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,239540.794352,159806.000000,26.115130
4,166198.487096,103445.000000,940.988310
8,185478.648866,154481.000000,43.150898
16,107393.784261,51331.000000,75.848533
32,453277.263551,277600.000000,153.000000
64,480710.077737,299251.000000,412.657243
128,395218.400713,198350.000000,1867.184779
256,353655.711035,187465.000000,4649.258328
512,386743.137528,345494.000000,6378.689442
1024,275542.207887,149615.000000,10835.352232
2048,380182.241199,227226.000000,61327.498897
4096,378415.618991,142235.000000,14059.185823
8192,671429.439653,199511.000000,212084.156586
16384,934230.728294,249971.000000,477432.618158
32768,1098758.102336,214971.000000,877355.060598
65536,1104056.490028,129470.000000,917545.340252
